Date,Description,Amount,Transaction Type,Category,Account Name
2018-09-08,Starbucks,3.75,debit,Coffee Shops,Platinum Card
2018-08-16,Phone Company,65.0,debit,Mobile Phone,Checking
2019-08-01,Amazon,13.0,debit,Shopping,Platinum Card
2018-07-04,Netflix,13.79,debit,Internet,Checking
2018-11-25,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-01-14,Grocery Store,4.03,debit,Groceries,Silver Card
2018-11-25,Mortgage Payment,1106.44,debit,Mortgage & Rent,Checking
2018-04-23,Credit Card Payment,559.17,credit,Credit Card Payment,Silver Card
2018-09-01,Hardware Store,13.14,debit,Home Improvement,Platinum Card
2019-06-12,Starbucks,45.0,debit,Coffee Shops,Silver Card
2018-11-06,Credit Card Payment,131.68,credit,Credit Card Payment,Platinum Card
2018-08-12,Brewing Company,23.41,debit,Alcohol & Bars,Silver Card
2019-09-12,Grocery Store,30.34,debit,Groceries,Silver Card
2019-06-05,BP,30.68,debit,Gas & Fuel,Silver Card
2019-09-14,Grocery Store,4.23,debit,Groceries,Platinum Card
2018-03-04,Netflix,15.0,debit,Television,Silver Card
2019-04-17,Power Company,30.0,debit,Utilities,Checking
2018-02-12,Spotify,40.99,debit,Music,Platinum Card
2019-01-16,Power Company,60.0,debit,Utilities,Checking
2018-07-30,American Tavern,17.64,debit,Restaurants,Silver Card
2018-11-30,Hardware Store,149.46,debit,Home Improvement,Platinum Card
2018-04-06,Grocery Store,38.97,debit,Groceries,Platinum Card
2019-02-19,Credit Card Payment,609.46,credit,Credit Card Payment,Platinum Card
2018-03-06,Credit Card Payment,609.53,debit,Credit Card Payment,Checking
2019-05-13,Credit Card Payment,300.72,debit,Credit Card Payment,Checking
2018-12-14,Grocery Store,94.05,debit,Groceries,Silver Card
2018-05-20,Credit Card Payment,409.98,debit,Credit Card Payment,Checking
2019-06-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2019-08-19,Amazon,75.49,debit,Home Improvement,Platinum Card
2019-06-20,Credit Card Payment,864.03,debit,Credit Card Payment,Checking
2019-09-04,City Water Charges,35.0,debit,Utilities,Checking
2019-02-17,City Water Charges,65.0,debit,Utilities,Checking
2018-01-25,Internet Service Provider,65.0,debit,Internet,Checking
2018-12-25,Credit Card Payment,599.77,credit,Credit Card Payment,Platinum Card
2018-06-04,Netflix,17.4,debit,Television,Platinum Card
2019-04-21,Credit Card Payment,139.59,credit,Credit Card Payment,Platinum Card
2018-05-17,Grocery Store,45.35,debit,Groceries,Platinum Card
2019-06-03,_RARE_,37.44,debit,Restaurants,Silver Card
2019-08-01,Amazon,12.67,debit,Shopping,Platinum Card
2018-11-17,Starbucks,52.7,debit,Coffee Shops,Platinum Card
2019-06-20,Hardware Store,89.41,debit,Home Improvement,Platinum Card
2018-10-09,Spotify,10.69,debit,Music,Platinum Card
2018-01-06,Mortgage Payment,1240.44,debit,Mortgage & Rent,Checking
2018-05-21,Grocery Store,32.33,debit,Groceries,Silver Card
2018-10-22,Amazon,27.43,debit,Shopping,Platinum Card
2019-06-08,Hardware Store,14.08,debit,Home Improvement,Platinum Card
2019-07-09,Spotify,10.69,debit,Music,Platinum Card
2018-09-02,Credit Card Payment,602.03,debit,Credit Card Payment,Checking
2018-11-06,Gas Company,20.0,debit,Utilities,Checking
2018-03-23,Grocery Store,20.37,debit,Groceries,Silver Card
2019-03-03,Credit Card Payment,1257.44,debit,Credit Card Payment,Checking
2018-02-07,_RARE_,30.55,debit,Fast Food,Platinum Card
2018-12-27,Brewing Company,13.0,debit,Alcohol & Bars,Platinum Card
2018-02-11,Credit Card Payment,263.59,credit,Credit Card Payment,Platinum Card
2018-04-09,Hardware Store,12.89,debit,Home Improvement,Platinum Card
2019-08-14,_RARE_,29.5,debit,Restaurants,Silver Card
2019-09-20,Grocery Store,92.76,debit,Groceries,Platinum Card
2019-08-26,City Water Charges,35.0,debit,Utilities,Checking
2018-02-18,Grocery Store,29.74,debit,Groceries,Silver Card
2019-09-13,Shell,22.09,debit,Gas & Fuel,Silver Card
2018-07-09,Gas Company,30.0,debit,Utilities,Checking
2018-12-04,BP,35.23,debit,Gas & Fuel,Platinum Card
2018-09-27,_RARE_,65.31,debit,Restaurants,Silver Card
2018-02-19,State Farm,65.0,debit,Auto Insurance,Checking
2018-08-28,Shell,33.97,debit,Gas & Fuel,Silver Card
2019-04-15,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-11-05,Fancy Restaurant,11.84,debit,Restaurants,Platinum Card
2018-12-14,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-10-08,_RARE_,23.0,debit,_RARE_,Silver Card
2018-03-04,Netflix,13.0,debit,Television,Platinum Card
2018-12-16,Credit Card Payment,227.18,debit,Credit Card Payment,Checking
2019-04-03,American Tavern,10.09,debit,Restaurants,Platinum Card
2018-02-02,Grocery Store,27.37,debit,Groceries,Silver Card
2018-04-18,Brunch Restaurant,49.42,debit,Fast Food,Platinum Card
2019-03-12,Brunch Restaurant,27.45,debit,Restaurants,Silver Card
2018-04-16,Credit Card Payment,135.47,credit,Credit Card Payment,Silver Card
2019-04-14,Credit Card Payment,581.92,credit,Credit Card Payment,Platinum Card
2019-01-30,Internet Service Provider,75.0,debit,Internet,Checking
2018-03-18,QuikTrip,26.71,debit,Restaurants,Silver Card
2019-03-08,_RARE_,2.75,debit,Restaurants,Platinum Card
2018-11-11,Grocery Store,42.31,debit,Groceries,Silver Card
2018-04-04,Credit Card Payment,164.14,credit,Credit Card Payment,Silver Card
2018-07-14,American Tavern,34.54,debit,Restaurants,Silver Card
2019-09-15,Grocery Store,28.91,debit,Groceries,Silver Card
2019-02-20,Brunch Restaurant,6.92,debit,Restaurants,Silver Card
2018-03-09,Spotify,10.69,debit,Music,Platinum Card
2019-07-14,Grocery Store,4.3,debit,Groceries,Platinum Card
2018-09-13,Hardware Store,2.75,debit,Home Improvement,Platinum Card
2019-05-27,Credit Card Payment,501.46,credit,Credit Card Payment,Platinum Card
2018-05-27,Internet Service Provider,60.0,debit,Internet,Checking
2019-03-10,Gas Company,30.0,debit,Utilities,Checking
2018-12-15,_RARE_,27.53,debit,Gas & Fuel,Silver Card
2018-10-24,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
2019-09-20,Amazon,40.48,debit,Shopping,Platinum Card
2018-05-15,Credit Card Payment,169.01,credit,Credit Card Payment,Silver Card
2019-01-02,Mortgage Payment,1110.0,debit,Mortgage & Rent,Checking
2018-10-08,City Water Charges,35.0,debit,Utilities,Checking
2018-08-04,Mortgage Payment,1249.4,debit,Mortgage & Rent,Checking
2019-08-04,Credit Card Payment,346.93,debit,Credit Card Payment,Silver Card
2019-01-12,Fancy Restaurant,22.73,debit,Restaurants,Platinum Card
2019-07-12,Credit Card Payment,241.52,debit,Credit Card Payment,Checking
2018-03-28,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-01-07,_RARE_,20.52,debit,Fast Food,Platinum Card
2018-09-23,Grocery Store,2.75,debit,Groceries,Silver Card
2019-05-15,Shell,68.52,debit,Gas & Fuel,Silver Card
2019-09-20,Credit Card Payment,289.44,debit,Credit Card Payment,Platinum Card
2018-12-11,Thai Restaurant,41.15,debit,Restaurants,Silver Card
2018-01-14,Credit Card Payment,348.44,debit,Credit Card Payment,Checking
2018-07-08,BP,30.88,debit,Gas & Fuel,Silver Card
2018-10-30,_RARE_,28.94,debit,Restaurants,Platinum Card
2018-08-21,Starbucks,2.75,debit,Coffee Shops,Platinum Card
2019-06-22,BP,36.55,debit,Gas & Fuel,Silver Card
2019-02-24,Credit Card Payment,745.57,debit,Credit Card Payment,Checking
2019-01-12,Phone Company,39.0,debit,Mobile Phone,Checking
2018-09-14,Brewing Company,49.9,debit,Alcohol & Bars,Platinum Card
2019-04-30,Movie Theater,95.72,debit,Gas & Fuel,Platinum Card
2019-01-13,Grocery Store,12.34,debit,Groceries,Silver Card
2018-08-29,Grocery Store,24.64,debit,Groceries,Silver Card
2018-11-19,Movie Theater,2.75,debit,Movies & DVDs,Platinum Card
2018-10-28,Grocery Store,7.37,debit,Groceries,Platinum Card
2018-03-22,Brewing Company,6.75,debit,Movies & DVDs,Platinum Card
2018-07-09,Grocery Store,26.23,debit,Groceries,Platinum Card
2019-02-09,Gas Company,2.75,debit,Utilities,Checking
2018-08-03,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-04-20,Credit Card Payment,454.17,debit,Credit Card Payment,Checking
2018-08-21,Hardware Store,49.46,debit,Home Improvement,Silver Card
2018-06-08,Gas Company,65.0,debit,Utilities,Checking
2018-06-16,Power Company,60.0,debit,Utilities,Checking
2018-07-18,_RARE_,59.41,debit,Restaurants,Platinum Card
2019-04-01,Gas Company,30.0,debit,Haircut,Platinum Card
2019-03-07,BP,28.0,debit,Gas & Fuel,Platinum Card
2018-11-06,Starbucks,3.16,debit,Coffee Shops,Platinum Card
2018-06-12,Grocery Store,28.57,debit,Groceries,Platinum Card
2019-05-14,Credit Card Payment,411.19,debit,Credit Card Payment,Checking
2018-07-15,Grocery Store,36.17,debit,Groceries,Silver Card
2018-01-09,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
2019-06-27,_RARE_,47.48,debit,Restaurants,Platinum Card
2018-12-16,Power Company,60.0,debit,Utilities,Checking
2019-04-25,Internet Service Provider,75.99,debit,Internet,Checking
2018-08-07,Hardware Store,107.11,debit,Home Improvement,Platinum Card
2019-09-05,Credit Card Payment,938.87,credit,Credit Card Payment,Platinum Card
2018-05-06,Credit Card Payment,750.58,credit,Credit Card Payment,Platinum Card
2018-01-29,Grocery Store,3.4,debit,Groceries,Silver Card
2018-05-04,Grocery Store,517.21,debit,Groceries,Platinum Card
2019-08-09,Barbershop,65.0,debit,Utilities,Checking
2018-03-13,_RARE_,27.66,debit,Fast Food,Platinum Card
2018-06-12,Brunch Restaurant,26.38,debit,Restaurants,Silver Card
2018-05-01,Credit Card Payment,302.52,credit,Credit Card Payment,Platinum Card
2019-03-26,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-05-05,Grocery Store,26.15,debit,Groceries,Platinum Card
2018-05-13,Credit Card Payment,7.12,debit,Credit Card Payment,Silver Card
2019-01-20,Credit Card Payment,492.3,debit,Credit Card Payment,Checking
2018-11-28,Credit Card Payment,267.23,credit,Credit Card Payment,Silver Card
2019-09-16,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-08-15,Power Company,60.0,debit,Utilities,Checking
2019-01-05,Barbershop,32.0,debit,Haircut,Platinum Card
2018-06-08,American Tavern,22.08,debit,Fast Food,Platinum Card
2019-03-08,BP,37.48,debit,Gas & Fuel,Platinum Card
2018-04-20,Hardware Store,29.11,debit,Home Improvement,Silver Card
2018-05-27,Brunch Restaurant,31.25,debit,Restaurants,Silver Card
2019-01-08,Thai Restaurant,22.72,debit,Restaurants,Silver Card
2019-05-11,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-04-15,BP,38.5,debit,Gas & Fuel,Platinum Card
2019-05-13,Credit Card Payment,1660.08,credit,Credit Card Payment,Silver Card
2019-07-24,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-03-02,Credit Card Payment,932.98,debit,Credit Card Payment,Checking
2019-08-09,Spotify,10.69,debit,Music,Platinum Card
2018-06-27,BP,36.81,debit,Gas & Fuel,Silver Card
2018-08-14,_RARE_,34.83,debit,Restaurants,Silver Card
2018-05-19,Brewing Company,23.0,debit,Alcohol & Bars,Silver Card
2018-05-13,_RARE_,11.04,debit,Restaurants,Silver Card
2018-02-19,Mortgage Payment,1100.0,debit,Mortgage & Rent,Checking
2019-04-20,_RARE_,46.18,debit,Restaurants,Silver Card
2019-04-03,Brewing Company,8.0,debit,Alcohol & Bars,Platinum Card
2018-06-26,Credit Card Payment,964.96,credit,Credit Card Payment,Platinum Card
2019-06-02,Credit Card Payment,168.44,debit,Credit Card Payment,Silver Card
2018-03-08,Spotify,10.64,debit,Music,Platinum Card
2018-04-13,Grocery Store,7.68,debit,Groceries,Platinum Card
2018-12-14,Credit Card Payment,255.08,credit,Credit Card Payment,Silver Card
2018-07-30,Brewing Company,11.76,debit,Alcohol & Bars,Silver Card
2019-07-15,Credit Card Payment,217.08,debit,Credit Card Payment,Checking
2018-03-09,Gas Company,30.0,debit,Haircut,Platinum Card
2018-07-05,Credit Card Payment,29.07,credit,Credit Card Payment,Silver Card
2019-03-16,Credit Card Payment,305.29,credit,Credit Card Payment,Silver Card
2019-09-11,Phone Company,64.29,debit,Mobile Phone,Checking
2018-11-27,Grocery Store,94.09,debit,Groceries,Silver Card
2019-07-18,Brewing Company,8.0,debit,Alcohol & Bars,Silver Card
2018-10-13,Credit Card Payment,249.2,credit,Credit Card Payment,Platinum Card
2019-03-19,Amazon,23.02,debit,Shopping,Platinum Card
2019-02-25,Internet Service Provider,75.0,debit,Internet,Checking
2019-09-23,Phone Company,155.67,debit,Mobile Phone,Checking
2018-03-06,Credit Card Payment,702.77,credit,Credit Card Payment,Silver Card
2019-04-24,Hardware Store,10.79,debit,Home Improvement,Silver Card
2018-03-26,Internet Service Provider,75.0,debit,Internet,Checking
2019-07-17,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-03-11,Grocery Store,13.72,debit,Groceries,Platinum Card
2018-04-21,Grocery Store,2.75,debit,Groceries,Silver Card
2019-05-03,Power Company,80.0,debit,Utilities,Checking
2019-07-02,Credit Card Payment,130.54,credit,Credit Card Payment,Silver Card
2019-08-21,Grocery Store,6.11,debit,Groceries,Silver Card
2018-06-26,State Farm,74.0,debit,Internet,Checking
2018-04-09,_RARE_,19.11,debit,Alcohol & Bars,Platinum Card
2019-06-10,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-03-19,Amazon,16.75,debit,Shopping,Platinum Card
2019-07-02,Mortgage Payment,1200.0,debit,Mortgage & Rent,Checking
2019-07-25,Internet Service Provider,75.9,debit,Internet,Checking
2018-09-22,Hardware Store,11.9,debit,Home Improvement,Platinum Card
2018-12-18,Hardware Store,26.53,debit,Home Improvement,Platinum Card
2019-04-30,Credit Card Payment,103.27,debit,Credit Card Payment,Checking
2018-04-02,Credit Card Payment,267.95,credit,Credit Card Payment,Platinum Card
2019-08-23,Internet Service Provider,75.0,debit,Internet,Checking
2018-09-12,Barbershop,47.5,debit,Mobile Phone,Checking
2019-05-14,Biweekly Paycheck,2250.0,credit,Paycheck,Checking
2018-02-12,Hardware Store,29.55,debit,Restaurants,Platinum Card
2019-06-09,Grocery Store,30.57,debit,Groceries,Platinum Card
2018-02-23,Credit Card Payment,162.92,credit,Credit Card Payment,Silver Card
2019-01-22,American Tavern,39.31,debit,Restaurants,Platinum Card
2018-12-01,Credit Card Payment,215.04,credit,Credit Card Payment,Silver Card
2018-01-13,Credit Card Payment,849.54,credit,Credit Card Payment,Silver Card
2018-12-10,American Tavern,2.75,debit,Restaurants,Platinum Card
2018-12-18,Phone Company,63.0,debit,Mobile Phone,Checking
2018-04-19,Shell,36.0,debit,Gas & Fuel,Silver Card
2018-05-10,Phone Company,60.0,debit,Mobile Phone,Checking
2019-01-22,BP,44.18,debit,Gas & Fuel,Platinum Card
2019-03-20,Credit Card Payment,1296.75,debit,Credit Card Payment,Checking
2018-07-26,Internet Service Provider,75.0,debit,Internet,Checking
2019-04-22,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-09-09,Spotify,10.69,debit,Music,Platinum Card
2018-07-06,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-12-17,Mortgage Payment,1249.44,debit,Mortgage & Rent,Checking
2018-11-15,Power Company,60.0,debit,Utilities,Checking
2018-08-15,Grocery Store,46.18,debit,Groceries,Platinum Card
2019-06-09,Gas Company,35.0,debit,Utilities,Checking
2018-08-18,Grocery Store,8.33,debit,Groceries,Platinum Card
2019-03-18,State Farm,75.0,debit,Television,Platinum Card
2019-01-12,Phone Company,65.0,debit,Mobile Phone,Checking
2018-11-21,Gas Company,30.0,debit,Utilities,Checking
2019-07-02,Starbucks,3.0,debit,Coffee Shops,Platinum Card
2018-12-09,Gas Company,30.0,debit,Utilities,Checking
2018-01-17,City Water Charges,65.0,debit,Utilities,Checking
2018-03-20,Brunch Restaurant,8.65,debit,Restaurants,Silver Card
2018-12-28,Grocery Store,6.69,debit,Groceries,Silver Card
2018-05-27,_RARE_,82.76,debit,Fast Food,Platinum Card
2018-02-08,Gas Company,65.0,debit,Utilities,Checking
2019-03-21,Credit Card Payment,209.53,credit,Credit Card Payment,Platinum Card
2018-02-08,Grocery Store,18.21,debit,Groceries,Platinum Card
2019-08-19,Amazon,20.37,debit,Shopping,Platinum Card
2019-01-09,Spotify,10.69,debit,Music,Platinum Card
2019-07-06,_RARE_,15.64,debit,Restaurants,Platinum Card
2019-07-08,Credit Card Payment,165.08,credit,Credit Card Payment,Platinum Card
2019-04-07,Credit Card Payment,461.43,debit,Credit Card Payment,Checking
2019-05-16,Power Company,60.0,debit,Utilities,Checking
2018-02-17,American Tavern,26.4,debit,Fast Food,Platinum Card
2018-02-09,Spotify,16.09,debit,Music,Platinum Card
2018-10-02,Credit Card Payment,319.54,credit,Credit Card Payment,Platinum Card
2019-06-30,American Tavern,27.23,debit,Restaurants,Silver Card
2018-05-19,Movie Theater,35.0,debit,Utilities,Checking
2018-02-19,City Water Charges,35.0,debit,Utilities,Checking
2018-06-04,Grocery Store,53.69,debit,Groceries,Platinum Card
2018-03-21,Grocery Store,4.79,debit,Groceries,Silver Card
2018-05-02,Mortgage Payment,1250.0,debit,Mortgage & Rent,Checking
2018-09-20,Credit Card Payment,368.95,credit,Credit Card Payment,Silver Card
2018-05-20,Credit Card Payment,822.07,debit,Credit Card Payment,Checking
2018-12-01,Amazon,55.0,debit,Shopping,Platinum Card
2019-02-05,Brewing Company,8.0,debit,Alcohol & Bars,Platinum Card
2018-05-30,American Tavern,27.74,debit,Restaurants,Platinum Card
2018-07-12,Shell,34.57,debit,Gas & Fuel,Silver Card
2018-07-25,Internet Service Provider,65.0,debit,Internet,Checking
2019-01-26,State Farm,75.0,debit,Internet,Checking
2018-05-05,Brunch Restaurant,2.75,credit,Restaurants,Platinum Card
2018-07-26,Shell,6.98,debit,Gas & Fuel,Silver Card
2018-03-22,Credit Card Payment,562.95,debit,Credit Card Payment,Checking
2018-12-08,_RARE_,29.77,debit,Restaurants,Silver Card
2018-06-22,Credit Card Payment,204.99,credit,Credit Card Payment,Silver Card
2018-07-14,Barbershop,10.0,debit,Haircut,Silver Card
2018-10-19,Shell,30.47,debit,Gas & Fuel,Platinum Card
2019-04-21,Starbucks,3.0,debit,Coffee Shops,Silver Card
2018-09-22,Starbucks,3.77,debit,Coffee Shops,Platinum Card
2019-06-17,City Water Charges,35.0,debit,Utilities,Checking
2018-07-11,Shell,16.5,debit,Gas & Fuel,Platinum Card
2018-10-18,City Water Charges,35.0,debit,Utilities,Checking
2018-12-22,Hardware Store,2.75,debit,Home Improvement,Silver Card
2019-04-15,Power Company,30.0,debit,Utilities,Checking
2019-08-18,State Farm,75.0,debit,Auto Insurance,Checking
2018-09-17,Amazon,17.17,debit,Shopping,Platinum Card
2019-09-20,Grocery Store,74.77,debit,Groceries,Silver Card
2018-07-24,Starbucks,8.0,debit,Coffee Shops,Silver Card
2019-09-03,Mortgage Payment,1253.1,debit,Mortgage & Rent,Checking
2018-04-17,BP,28.0,debit,Restaurants,Silver Card
2018-07-21,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-09-19,Barbershop,39.4,debit,Haircut,Platinum Card
2018-04-11,Brewing Company,75.0,debit,_RARE_,Silver Card
2019-09-19,Starbucks,2.85,debit,Coffee Shops,Platinum Card
2018-06-29,Hardware Store,30.68,debit,Home Improvement,Platinum Card
2018-08-30,BP,26.75,debit,Fast Food,Platinum Card
2019-02-19,Brewing Company,35.0,debit,Alcohol & Bars,Silver Card
2018-05-21,Hardware Store,28.09,debit,Home Improvement,Platinum Card
2019-03-20,Credit Card Payment,350.55,debit,Credit Card Payment,Checking
2018-02-04,Grocery Store,36.02,debit,Groceries,Silver Card
2018-08-15,Greek Restaurant,27.33,debit,Restaurants,Platinum Card
2018-09-14,Grocery Store,49.37,debit,Groceries,Silver Card
2019-02-09,_RARE_,16.79,debit,Shopping,Platinum Card
2018-11-22,Credit Card Payment,503.56,debit,Credit Card Payment,Checking
2019-07-23,Amazon,44.98,debit,Shopping,Platinum Card
2019-09-15,Brewing Company,10.0,debit,Alcohol & Bars,Platinum Card
2019-08-23,_RARE_,28.0,debit,Restaurants,Silver Card
2019-02-24,Credit Card Payment,445.6,debit,Credit Card Payment,Checking
2018-08-17,Internet Service Provider,75.0,debit,Internet,Checking
2018-07-10,Grocery Store,4.82,debit,Groceries,Platinum Card
2019-08-04,Netflix,21.76,debit,Television,Platinum Card
2018-01-13,_RARE_,43.38,debit,Restaurants,Platinum Card
2019-03-18,Amazon,3.89,debit,Shopping,Platinum Card
2018-04-16,City Water Charges,35.0,debit,Utilities,Checking
2018-04-26,Internet Service Provider,75.0,debit,Internet,Checking
2019-01-24,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-10-26,Credit Card Payment,51.4,debit,Credit Card Payment,Checking
2019-03-22,Amazon,11.71,debit,Shopping,Platinum Card
2019-06-11,Grocery Store,5.64,debit,Groceries,Platinum Card
2019-07-30,Internet Service Provider,75.0,debit,Internet,Checking
2019-03-28,Grocery Store,27.36,debit,Groceries,Platinum Card
2019-07-17,Power Company,60.0,debit,Utilities,Checking
2018-02-17,Grocery Store,9.91,debit,Groceries,Silver Card
2018-01-23,_RARE_,24.99,debit,Groceries,Platinum Card
2018-05-19,Biweekly Paycheck,2200.0,credit,Paycheck,Checking
2019-01-31,Credit Card Payment,305.25,credit,Credit Card Payment,Silver Card
2019-06-03,Biweekly Paycheck,2200.0,credit,Paycheck,Checking
2019-07-12,Thai Restaurant,6.58,debit,Restaurants,Platinum Card
2019-06-25,Internet Service Provider,75.0,debit,Internet,Checking
2018-06-22,American Tavern,2.75,debit,Restaurants,Silver Card
2018-01-20,Mortgage Payment,1109.4,debit,Mortgage & Rent,Checking
2018-06-06,_RARE_,2.75,debit,Restaurants,Platinum Card
2019-08-20,Amazon,13.09,debit,Shopping,Platinum Card
2018-07-20,Hardware Store,29.02,debit,Home Improvement,Silver Card
2018-08-17,City Water Charges,35.0,debit,Utilities,Checking
2019-07-02,Mortgage Payment,1249.44,debit,Mortgage & Rent,Checking
2019-08-11,Hardware Store,24.99,debit,Home Improvement,Platinum Card
2018-03-12,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-05-22,Starbucks,7.38,debit,Coffee Shops,Platinum Card
2018-04-10,Grocery Store,13.66,debit,Groceries,Platinum Card
2018-09-04,Credit Card Payment,461.75,debit,Credit Card Payment,Checking
2018-11-14,Credit Card Payment,87.16,debit,Credit Card Payment,Checking
2019-08-21,Credit Card Payment,38.47,debit,Credit Card Payment,Checking
2019-07-08,Pizza Place,15.12,debit,Restaurants,Silver Card
2018-05-10,Gas Company,30.0,debit,Utilities,Checking
2019-09-22,Credit Card Payment,108.42,debit,Credit Card Payment,Checking
2019-04-09,Spotify,30.69,debit,Music,Platinum Card
2018-08-05,Grocery Store,7.42,debit,Groceries,Silver Card
2018-11-29,American Tavern,4.51,debit,Restaurants,Platinum Card
2019-08-29,Credit Card Payment,910.74,credit,Credit Card Payment,Platinum Card
2018-11-05,BP,33.04,debit,Gas & Fuel,Platinum Card
2019-07-18,Power Company,60.0,debit,Haircut,Platinum Card
2019-03-22,Power Company,30.0,debit,Utilities,Checking
2019-08-15,Power Company,60.0,debit,Utilities,Checking
2019-06-12,Grocery Store,95.55,debit,Groceries,Platinum Card
2019-05-21,Hardware Store,80.09,debit,Home Improvement,Platinum Card
2019-03-19,City Water Charges,35.0,debit,Utilities,Checking
2018-10-07,Grocery Store,4.68,debit,Groceries,Platinum Card
2019-06-10,Credit Card Payment,452.75,debit,Credit Card Payment,Checking
2018-10-23,Mortgage Payment,9.0,debit,Mortgage & Rent,Checking
2018-05-20,Amazon,27.9,debit,Shopping,Platinum Card
2019-05-10,Grocery Store,5.0,debit,Groceries,Silver Card
2018-01-15,Power Company,60.0,debit,Utilities,Checking
2018-02-19,Greek Restaurant,38.0,debit,Restaurants,Platinum Card
2018-12-18,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-03-09,Greek Restaurant,41.74,debit,Restaurants,Platinum Card
2019-03-05,Grocery Store,6.83,debit,Groceries,Silver Card
2018-07-01,Grocery Store,13.13,debit,Groceries,Platinum Card
2018-05-28,Hardware Store,87.41,debit,Home Improvement,Silver Card
2018-08-14,Starbucks,18.9,debit,Coffee Shops,Platinum Card
2018-01-16,Barbershop,35.0,debit,Haircut,Platinum Card
2019-03-06,Hardware Store,17.04,debit,Home Improvement,Platinum Card
2018-04-25,Credit Card Payment,964.45,debit,Credit Card Payment,Checking
2019-07-27,American Tavern,50.0,debit,Restaurants,Platinum Card
2019-01-27,American Tavern,14.34,debit,Restaurants,Silver Card
2018-09-19,State Farm,75.0,debit,Auto Insurance,Checking
2018-01-26,Credit Card Payment,682.39,credit,Credit Card Payment,Silver Card
2018-09-07,Gas Company,50.0,debit,Utilities,Checking
2019-03-13,Thai Restaurant,30.0,debit,Restaurants,Silver Card
2018-11-29,_RARE_,11.43,debit,Gas & Fuel,Silver Card
2018-02-18,American Tavern,46.64,debit,Alcohol & Bars,Silver Card
2019-07-31,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2018-09-04,Netflix,11.76,debit,Movies & DVDs,Platinum Card
2019-06-15,Grocery Store,34.16,debit,Groceries,Silver Card
2018-12-21,Pizza Place,34.98,debit,Gas & Fuel,Silver Card
2018-06-04,Credit Card Payment,118.16,credit,Credit Card Payment,Silver Card
2018-05-05,_RARE_,36.47,debit,Fast Food,Platinum Card
2018-01-27,Barbershop,50.0,debit,Paycheck,Checking
2018-11-26,Phone Company,64.4,debit,Mobile Phone,Checking
2019-07-08,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-05-02,Amazon,207.04,debit,Shopping,Platinum Card
2018-10-20,Credit Card Payment,398.53,credit,Credit Card Payment,Platinum Card
2018-09-20,Credit Card Payment,587.86,credit,Credit Card Payment,Platinum Card
2018-03-20,Amazon,16.96,debit,Shopping,Platinum Card
2018-12-04,Grocery Store,10.64,debit,Groceries,Silver Card
2018-02-08,Grocery Store,25.64,debit,Groceries,Silver Card
2018-06-18,Amazon,99.47,debit,Shopping,Platinum Card
2019-04-12,Phone Company,63.0,debit,Mobile Phone,Checking
2018-08-10,Phone Company,69.52,debit,Mobile Phone,Checking
2019-09-02,Starbucks,5.0,debit,Coffee Shops,Silver Card
2019-02-22,Grocery Store,39.15,debit,Groceries,Platinum Card
2019-07-04,Credit Card Payment,241.76,debit,Credit Card Payment,Checking
2019-02-09,Gas Company,30.0,debit,Haircut,Platinum Card
2018-04-12,Grocery Store,46.31,debit,Groceries,Platinum Card
2019-06-24,Credit Card Payment,893.69,debit,Credit Card Payment,Checking
2018-04-26,Credit Card Payment,32.47,debit,Credit Card Payment,Checking
2018-09-04,Netflix,11.76,debit,Television,Platinum Card
2018-09-02,Mortgage Payment,1217.14,debit,Mortgage & Rent,Checking
2018-01-25,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-01-26,State Farm,75.0,debit,Internet,Checking
2018-11-12,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-06-10,Biweekly Paycheck,2000.0,credit,Paycheck,Checking
2019-09-20,Amazon,29.99,debit,Shopping,Platinum Card
2018-06-14,Brunch Restaurant,96.4,debit,Restaurants,Silver Card
2018-06-23,State Farm,72.0,debit,Auto Insurance,Checking
2019-04-06,BP,16.42,debit,Restaurants,Silver Card
